Path,Article Title,External Url,Internal Url,No Index,Last Modified,Last Modified By
"/content/help/en/adobe-connect/using/screen-sharing-in-sessions1",Share your screen,https://helpx.adobe.com/adobe-connect/using/screen-sharing-in-sessions1.html,,true,2025-01-22 14:53:07,some_user145
"/content/help/en/adobe-connect/using/screen-sharing-on-browser",Screen sharing on browser,https://helpx.adobe.com/adobe-connect/using/screen-sharing-on-browser.html,,false,2024-09-24 09:14:46,some_user146
"/content/help/en/adobe-connect/using/search-adobe-connect-features",Search Adobe Connect features,https://helpx.adobe.com/adobe-connect/using/search-adobe-connect-features.html,,false,2025-03-21 17:52:29,some_user147
"/content/help/en/adobe-connect/using/search-for-content",Search for content,,,false,2024-11-04 11:21:04,some_user148
"/content/help/en/adobe-connect/using/session-dashboard",Session dashboard,https://helpx.adobe.com/adobe-connect/using/session-dashboard.html,,false,2024-11-18 16:27:03,some_user149
"/content/help/en/adobe-connect/using/sessions",Sessions,,,false,2024-08-09 12:19:32,some_user150
"/content/help/en/adobe-connect/using/set-permissions-library-files-folders",Manage file and folder permissions,https://helpx.adobe.com/adobe-connect/using/set-permissions-library-files-folders.html,https://helpx-internal.corp.adobe.com/content/help/en/adobe-connect/connect-central-admin/connect-central-group-permissions.html,false,2025-02-27 08:57:39,some_user151
"/content/help/en/adobe-connect/using/set-up-load-balancing-webrtc",Set up load balancing for on premise setup of Enhanced Audio/Video (WebRTC),https://helpx.adobe.com/adobe-connect/using/set-up-load-balancing-webrtc.html,,false,2022-11-23 06:36:25,some_user152
"/content/help/en/adobe-connect/using/setting-permissions-library-files-folders",Set permissions for library files and folders,https://helpx.adobe.com/adobe-connect/using/setting-permissions-library-files-folders.html,,false,2025-02-26 16:07:10,some_user153
"/content/help/en/adobe-connect/using/setting-permissions-library-files-folders/setting-permissions-library-files-folders",Set permissions for library files and folders,https://helpx.adobe.com/adobe-connect/using/setting-permissions-library-files-folders.html,,false,2025-01-27 17:30:43,some_user154
"/content/help/en/adobe-connect/using/share-a-document","Share presentations\, documents\, images\, music\, and videos",https://helpx.adobe.com/adobe-connect/using/share-a-document.html,,false,2025-03-03 17:20:18,some_user155
"/content/help/en/adobe-connect/using/share-a-document1","Share presentations\, documents\, images\, music\, and videos",https://helpx.adobe.com/adobe-connect/using/share-a-document1.html,,true,2025-01-22 14:53:07,some_user156
"/content/help/en/adobe-connect/using/share-a-presentation",Share a presentation,https://helpx.adobe.com/adobe-connect/using/share-a-presentation.html,,false,2024-09-24 09:14:46,some_user157
"/content/help/en/adobe-connect/using/share-a-whiteboard",Share a whiteboard,https://helpx.adobe.com/adobe-connect/using/share-a-whiteboard.html,,false,2025-03-03 17:20:16,some_user158
"/content/help/en/adobe-connect/using/share-a-whiteboard1",Share a whiteboard,https://helpx.adobe.com/adobe-connect/using/share-a-whiteboard1.html,,true,2025-01-22 14:53:07,some_user159
"/content/help/en/adobe-connect/using/share-files",Share files,https://helpx.adobe.com/adobe-connect/using/share-files.html,,false,2024-09-24 09:41:57,some_user160
"/content/help/en/adobe-connect/using/share-pod",Sharing basics,https://helpx.adobe.com/adobe-connect/using/share-pod.html,,false,2025-03-03 17:20:15,some_user161
"/content/help/en/adobe-connect/using/share-pod1",Sharing basics,https://helpx.adobe.com/adobe-connect/using/share-pod1.html,,true,2025-01-22 14:53:07,some_user162
"/content/help/en/adobe-connect/using/share-pod11",Sharing basics,https://helpx.adobe.com/adobe-connect/using/share-pod.html,,false,2025-01-22 10:38:33,some_user163
"/content/help/en/adobe-connect/using/share-system-audio",Share system audio,https://helpx.adobe.com/adobe-connect/using/share-system-audio.html,,false,2024-09-24 09:14:46,some_user164
"/content/help/en/adobe-connect/using/share-webcam-video",Share camera,https://helpx.adobe.com/adobe-connect/using/share-webcam-video.html,,true,2025-03-20 17:57:00,some_user165
"/content/help/en/adobe-connect/using/sharing-content-meeting",Share content during an Adobe Connect meeting,https://helpx.adobe.com/adobe-connect/using/sharing-content-meeting.html,https://helpx-internal.corp.adobe.com/content/help/en/adobe-connect/using/sharing-content-meeting.html,false,2024-12-21 15:56:22,some_user166
"/content/help/en/adobe-connect/using/sharing-content-meeting1",Share content during an Adobe Connect meeting,https://helpx.adobe.com/adobe-connect/using/sharing-content-meeting.html,https://helpx-internal.corp.adobe.com/content/help/en/adobe-connect/using/sharing-content-meeting.html,false,2024-07-22 08:14:37,some_user167
"/content/help/en/adobe-connect/using/starting-attending-meetings","Start\, attend\, and manage Adobe Connect meetings and sessions",https://helpx.adobe.com/adobe-connect/using/starting-attending-meetings.html,,false,2024-11-18 16:26:59,some_user168
"/content/help/en/adobe-connect/using/trainings",Trainings,https://helpx.adobe.com/adobe-connect/using/trainings.html,,false,2025-03-03 17:20:12,some_user169
"/content/help/en/adobe-connect/using/understanding-breakout-rooms",Understanding breakout rooms,https://helpx.adobe.com/adobe-connect/using/understanding-breakout-rooms.html,,true,2025-03-03 17:20:12,some_user170
"/content/help/en/adobe-connect/using/understanding-closed-captions",Closed captions in Adobe Connect,https://helpx.adobe.com/adobe-connect/using/understanding-closed-captions.html,,true,2025-03-03 17:20:10,some_user171
"/content/help/en/adobe-connect/using/understanding-recordings-and-transcripts",Understanding recordings and transcripts,https://helpx.adobe.com/adobe-connect/using/understanding-recordings-and-transcripts.html,,false,2025-03-03 17:20:10,some_user172
"/content/help/en/adobe-connect/using/updating-meetings",Update and manage sessions,https://helpx.adobe.com/adobe-connect/using/updating-meetings.html,,false,2024-11-01 11:32:30,some_user173
"/content/help/en/adobe-connect/using/upload-content",Upload content,,,false,2024-11-25 07:22:49,some_user174
"/content/help/en/adobe-connect/using/use-connect-mobile-app-meeting",Use the Adobe Connect mobile app to attend the meeting,https://helpx.adobe.com/adobe-connect/using/use-connect-mobile-app-meeting.html,,false,2025-03-20 17:56:59,some_user175
"/content/help/en/adobe-connect/using/use-universal-voice",Use universal voice,,,false,2024-08-10 15:12:04,some_user176
"/content/help/en/adobe-connect/using/user-guide",Welcome to the Adobe Connect User Guide,https://helpx.adobe.com/adobe-connect/using/user-guide.html,,false,2025-03-03 17:20:10,some_user177
"/content/help/en/adobe-connect/using/video",video,,,false,2024-09-19 15:29:20,some_user178
"/content/help/en/adobe-connect/using/video-in-breakout-rooms",Video in breakout rooms,,,false,2024-08-27 05:43:52,some_user179
"/content/help/en/adobe-connect/using/video-meetings",Video in Adobe Connect meetings,https://helpx.adobe.com/adobe-connect/using/video-meetings.html,https://helpx-internal.corp.adobe.com/content/help/en/adobe-connect/using/video-meetings.html,false,2024-07-23 08:12:22,some_user180
"/content/help/en/adobe-connect/using/video-pod",Video pod,https://helpx.adobe.com/adobe-connect/using/video-pod.html,,true,2025-03-20 17:56:58,some_user181
"/content/help/en/adobe-connect/using/video-preferences",Video preferences,,,false,2025-01-21 10:12:20,some_user182
"/content/help/en/adobe-connect/using/video/adding-content-to-the-adobe-connect-content-library",Adding Content To The Adobe Connect Content Library,https://helpx.adobe.com/adobe-connect/using/video/adding-content-to-the-adobe-connect-content-library.html,,false,2024-11-18 12:13:24,some_user183
"/content/help/en/adobe-connect/using/video/audio-meetings-video",Creating an Audio Profile in Adobe Connect,https://helpx.adobe.com/adobe-connect/using/video/audio-meetings-video.html,,false,2024-11-18 12:13:24,some_user184
"/content/help/en/adobe-connect/using/video/backstage-for-adobe-connect-meeting",The Host and Presenter area in Adobe Connect,https://helpx.adobe.com/adobe-connect/using/video/backstage-for-adobe-connect-meeting.html,,false,2024-11-18 12:13:24,some_user185
"/content/help/en/adobe-connect/using/video/breakout-rooms-in-adobe-connect",Breakout Rooms in Adobe Connect,https://helpx.adobe.com/adobe-connect/using/video/breakout-rooms-in-adobe-connect.html,,false,2024-11-18 12:13:21,some_user186
"/content/help/en/adobe-connect/using/video/configure-audio-providers-universal-voice-video",Adobe Connect Universal Voice tutorial,https://helpx.adobe.com/adobe-connect/using/video/configure-audio-providers-universal-voice-video.html,,false,2024-09-27 11:10:57,some_user187
"/content/help/en/adobe-connect/using/video/event-registration-in-adobe-connect",Event Registration in Adobe Connect,https://helpx.adobe.com/adobe-connect/using/video/event-registration-in-adobe-connect.html,,false,2024-11-18 12:13:21,some_user188
"/content/help/en/adobe-connect/using/viewing-data-content",View reports and usage information about uploaded content,https://helpx.adobe.com/adobe-connect/using/viewing-data-content.html,,false,2025-03-03 17:20:09,some_user189
"/content/help/en/adobe-connect/using/viewing-data-meetings",View meeting reports and analytics data,https://helpx.adobe.com/adobe-connect/using/viewing-data-meetings.html,,false,2024-01-08 17:53:09,some_user190
"/content/help/en/adobe-connect/using/web-links-pod",Web Links pod,https://helpx.adobe.com/adobe-connect/using/web-links-pod.html,,true,2025-03-03 17:20:08,some_user191
"/content/help/en/adobe-connect/using/webinars",Webinars,https://helpx.adobe.com/adobe-connect/using/webinars.html,,false,2025-03-03 17:20:08,some_user192
"/content/help/en/adobe-connect/using/what-s-new-in-adobe-connect",What's New in Adobe Connect,https://helpx.adobe.com/adobe-connect/using/what-s-new-in-adobe-connect.html,https://helpx-internal.corp.adobe.com/content/help/en/adobe-connect/using/what-s-new-in-adobe-connect.html,false,2025-03-21 13:52:37,some_user193
"/content/help/en/adobe-connect/using/work-with-notifications-and-requests",Work with notifications and requests,,,false,2024-09-03 17:44:26,some_user194
"/content/help/en/adobe-connect/using/work-with-pods",Work with pods,,,false,2024-05-09 05:52:48,some_user195
"/content/help/en/adobe-connect/using/work-with-pods0",Work with pods,,,false,2024-09-23 05:15:30,some_user196
